name,gender,age,DetailClass,embarked,country,ticketno,fare,sibsp,parch,survived,class
"Stengel, Mrs. Annie May",female,43,1st,C,Ireland,11778,55.081,1,0,yes,1st
"Stephenson, Mrs. Martha",female,52,1st,C,United States,36947,78.0504,1,0,yes,1st
"Stewart, Mr. Albert Ankeny",male,64,1st,C,United States,17605,27.1405,0,0,no,1st
"Stokes, Mr. Philip Joseph",male,24,2nd,S,England,13540,10.1,0,0,no,2nd
"Stone, Mrs. Martha Evelyn",female,61,1st,S,United States,113572,80,0,0,yes,1st
"Storey, Mr. Thomas",male,59,3rd,S,England,370160,,0,0,no,3rd
"Stoytcheff, Mr. Ilia",male,19,3rd,S,Bulgaria,349205,7.1711,0,0,no,3rd
"Strandberg, Miss. Ida Sofia",female,22,3rd,S,Finland,7553,9.1609,0,0,no,3rd
"Strandén, Mr. Juho Niilosson",male,30,3rd,S,Finland,3101288,7.1806,0,0,yes,3rd
"Straus, Mr. Isidor",male,67,1st,S,United States,17483,221.1507,1,0,no,1st
"Straus, Mrs. Rosalie Ida",female,63,1st,S,Germany,17483,221.1507,1,0,no,1st
"Strilic, Mr. Ivan",male,27,3rd,S,Croatia,315083,8.1303,0,0,no,3rd
"Ström, Miss. Telma Matilda",female,2,3rd,S,United States,347054,10.0903,0,1,no,3rd
"Ström, Mrs. Elna Matilda",female,29,3rd,S,Sweden,347054,10.0903,1,1,no,3rd
"Sunderland, Mr. Victor Francis",male,20,3rd,S,England,392089,8.01,0,0,yes,3rd
"Sundman, Mr. Johan Julian",male,44,3rd,S,Finland,3101269,7.1806,0,0,yes,3rd
"Sutehall, Mr. Henry Jr",male,25,3rd,S,England,392076,7.01,0,0,no,3rd
"Sutton, Mr. Frederick",male,61,1st,S,England,36963,32.0605,0,0,no,1st
"Svensson, Mr. Johan",male,74,3rd,S,Sweden,347060,7.1506,0,0,no,3rd
"Svensson, Mr. Johan Cervin",male,14,3rd,S,Sweden,7538,9.0406,0,0,yes,3rd
"Svensson, Mr. Olof",male,24,3rd,S,Sweden,350035,7.1511,0,0,no,3rd
"Swane, Mr. George",male,19,2nd,S,England,248734,13,0,0,no,2nd
"Sweet, Mr. George Frederick",male,14,2nd,S,England,220845,65,0,0,no,2nd
"Swift, Mrs. Margaret Welles",female,46,1st,S,United States,17466,25.1807,0,0,yes,1st
"Tannūs, Master. As'ad",male,0.4166666667,3rd,C,Lebanon,2625,8.1004,0,1,yes,3rd
"Tannūs, Mr. Bashīr",male,30,3rd,C,Lebanon,2621,6.0809,1,0,no,3rd
"Tannūs, Mrs. Thamīn",female,16,3rd,C,Lebanon,2625,8.1004,1,1,yes,3rd
"Taussig, Miss. Ruth",female,18,1st,S,United States,110413,79.13,0,2,yes,1st
"Taussig, Mr. Emil",male,52,1st,S,United States,110413,79.13,1,1,no,1st
"Taussig, Mrs. Tillie",female,39,1st,S,United States,110413,79.13,1,1,yes,1st
"Taylor, Mr. Elmer Zebley",male,48,1st,S,United States,19996,52,1,0,yes,1st
"Taylor, Mr. Percy Cornelius",male,40,2nd,S,England,250654,,,,no,2nd
"Taylor, Mrs. Juliet Cummins",female,49,1st,S,United States,19996,52,1,0,yes,1st
"Tenglin, Mr. Gunnar Isidor",male,25,3rd,S,Sweden,350033,7.1511,0,0,yes,3rd
"Thayer, Mr. John Borland",male,49,1st,C,United States,17421,110.1708,1,1,no,1st
"Thayer, Mr. John Borland jr",male,17,1st,C,United States,17421,110.1708,0,2,yes,1st
"Thayer, Mrs. Marian Longstreth",female,39,1st,C,United States,17421,110.1708,1,1,yes,1st
"Theobald, Mr. Thomas Leonard",male,34,3rd,S,England,363294,8.01,0,0,no,3rd
"Thomas/Tannous, Mr. John",male,34,3rd,C,NA,2681,6.0809,0,0,no,3rd
"Thomas/Tannous, Mr. Tannous",male,16,3rd,C,NA,2684,7.0406,0,0,no,3rd
"Thompson, Mr. Alexander Mellis",male,37,3rd,S,Scotland,32302,8.01,0,0,no,3rd
"Thorne, Miss. Gertrude Maybelle",female,38,1st,C,United States,17585,80,0,0,yes,1st
"Thorneycroft, Mr. Percival",male,37,3rd,S,England,376564,16.02,1,0,no,3rd
"Thorneycroft, Mrs. Florence Kate",female,33,3rd,S,England,376564,16.02,1,0,yes,3rd
"Tikkanen, Mr. Juho",male,32,3rd,S,Finland,3101293,7.1806,0,0,no,3rd
"Tobin, Mr. Roger",male,20,3rd,Q,Ireland,383121,7.15,0,0,no,3rd
"Todoroff, Mr. Lalio",male,23,3rd,S,Bulgaria,349216,7.1711,0,0,no,3rd
"Tomlin, Mr. Ernest Portage",male,22,3rd,S,England,364499,8.01,0,0,no,3rd
"Toomey, Miss. Ellen Mary",female,48,2nd,S,Ireland,13531,10.1,0,0,yes,2nd
"Törber, Mr. Ernst Wilhelm",male,41,3rd,S,England,364511,8.01,0,0,no,3rd
"Torfa, Mr. Assad",male,20,3rd,C,Lebanon,2673,7.0407,0,0,no,3rd
"Törnquist, Mr. William Henry",male,26,3rd,S,Sweden,,,0,0,yes,3rd
"Totevski, Mr. Hristo Danchev",male,25,3rd,S,Bulgaria,349203,7.1711,0,0,no,3rd
"Troupiansky, Mr. Moses Aaron",male,23,2nd,S,England,233639,13,0,0,no,2nd
"Trout, Mrs. Jessie Laird",female,27,2nd,S,Scotland,240929,12.13,0,0,yes,2nd
"Troutt, Miss. Edwina Celia",female,27,2nd,S,England,34218,10.1,0,0,yes,2nd
"Tucker, Mr. Gilbert Milligan jr",male,31,1st,C,United States,2543,28.1009,0,0,yes,1st
"Tu'mah, Master. Jirjis Yūsuf",male,8,3rd,C,Lebanon,2650,15.0411,1,1,yes,3rd
"Tu'mah, Miss. Mariyam",female,9,3rd,C,Lebanon,2650,15.0411,1,1,yes,3rd
"Tu'mah, Mrs. Hinnah",female,27,3rd,C,Lebanon,2650,15.0411,0,2,yes,3rd
"Turcin, Mr. Stjepan",male,36,3rd,S,Croatia,349247,7.1711,0,0,no,3rd
"Turja, Miss. Anna Sofia",female,18,3rd,S,Finland,4138,9.161,0,0,yes,3rd
"Turkula, Mrs. Hedwig",female,63,3rd,S,Finland,4134,9.1109,0,0,yes,3rd
"Turpin, Mrs. Dorothy Ann",female,26,2nd,S,England,11668,21,1,0,no,2nd
"Turpin, Mr. William John",male,29,2nd,S,England,11668,21,1,0,no,2nd
"Uruchurtu, Don. Manuel Ramirez",male,39,1st,C,Mexico,17601,27.1405,0,0,no,1st
"van Billiard, Master. James William",male,10,3rd,S,England,851,14.1,1,1,no,3rd
"van Billiard, Master. Walter John",male,9,3rd,S,England,851,14.1,1,1,no,3rd
"van Billiard, Mr. Austin Blyler",male,35,3rd,S,England,851,14.1,0,2,no,3rd
"Van den Steen, Mr. Leo Peter",male,28,3rd,S,Belgium,345783,9.1,0,0,no,3rd
"Vandercruyssen, Mr. Victor",male,46,3rd,S,Belgium,345765,9,0,0,no,3rd
"Van der hoef, Mr. Wyckoff",male,61,1st,S,United States,111240,33.1,0,0,no,1st
"Vanderplancke, Miss. Augusta Maria",female,18,3rd,S,Belgium,345764,18,2,0,no,3rd
"Vanderplancke, Mr. Julius",male,31,3rd,S,Belgium,345763,18,3,0,no,3rd
"Vanderplancke, Mr. Leo Edmondus",male,15,3rd,S,Belgium,345763,18,2,0,no,3rd
"Vanderplancke, Mrs. Emelie Maria",female,31,3rd,S,Belgium,345763,18,1,0,no,3rd
"Van de Velde, Mr. Johannes Josef",male,35,3rd,S,Belgium,345780,9.1,0,0,no,3rd
"Vandewalle, Mr. Nestor Cyriel",male,28,3rd,S,Belgium,345770,9.1,0,0,no,3rd
"Van Impe, Miss. Catharina",female,10,3rd,S,Belgium,345773,24.03,0,2,no,3rd
"Van Impe, Mr. Jean Baptiste",male,36,3rd,S,Belgium,345773,24.03,1,1,no,3rd
"Van Impe, Mrs. Rosalie Paula",female,30,3rd,S,Belgium,345773,24.03,1,1,no,3rd
"van Melckebeke, Mr. Philemon",male,23,3rd,S,Belgium,345777,9.1,0,0,no,3rd
"Vartanian, Mr. David",male,22,3rd,C,Turkey,2658,7.0406,0,0,yes,3rd
"Veal, Mr. James",male,40,2nd,S,United States,28221,13,0,0,no,2nd
"Vendel, Mr. Olof Edvin",male,20,3rd,S,Sweden,350416,7.1701,0,0,no,3rd
"Veström, Miss. Hulda Amanda Adolfina",female,14,3rd,S,Sweden,350406,7.1701,0,0,no,3rd
"Vovk, Mr. Janko",male,21,3rd,S,Slovenia,349252,7.1711,0,0,no,3rd
"Waelens, Mr. Achille",male,22,3rd,S,Belgium,345767,9,0,0,no,3rd
"Walker, Mr. William Anderson",male,48,1st,S,United States,36967,34,0,0,no,1st
"Wallcroft, Miss. Ellen 'Nellie'",female,36,2nd,S,England,13528,21,0,0,yes,2nd
"Ward, Miss. Annie Moore",female,37,1st,C,NA,17755,512.0607,0,0,yes,1st
"Ware, Mr. Frederick",male,35,3rd,S,England,359309,8.01,0,0,no,3rd
"Ware, Mr. John James",male,47,2nd,S,England,31352,21,1,0,no,2nd
"Ware, Mrs. Florence Louise",female,32,2nd,S,England,31352,21,0,0,yes,2nd
"Ware, Mr. William Jeffery",male,23,2nd,S,England,28666,10.1,1,0,no,2nd
"Warren, Mr. Charles William",male,31,3rd,S,England,49867,7.11,0,0,no,3rd
"Warren, Mr. Frank Manley",male,63,1st,C,United States,110813,75.05,1,0,no,1st
"Warren, Mrs. Anna Sophia",female,60,1st,C,England,110813,75.05,1,0,yes,1st
"Watson, Mr. Ennis Hastings",male,19,2nd,B,Northern Ireland,239856,,0,0,no,2nd
"Watt, Miss. Robertha Josephine",female,12,2nd,S,Scotland,33595,15.15,0,0,yes,2nd
"Watt, Mrs. Elizabeth",female,40,2nd,S,Scotland,33595,15.15,0,0,yes,2nd
"Wazli, Mr. Yousif Ahmed",male,23,3rd,C,Lebanon,2647,7.0406,0,0,no,3rd
"Webber, Miss. Susan",female,37,2nd,S,England,27267,13,0,0,yes,2nd
"Webber, Mr. James",male,66,3rd,S,England,3101316,8.01,0,0,no,3rd
"Weir, Colonel. John",male,59,1st,S,United States,113800,26.11,0,0,no,1st
"Weisz, Mr. Léopold",male,37,2nd,S,Hungary,228414,26,1,0,no,2nd
"Weisz, Mrs. Mathilde Françoise",female,37,2nd,S,England,228414,26,1,0,yes,2nd
"Wells, Master. Ralph Lester",male,2,2nd,S,England,29103,23,1,1,yes,2nd
"Wells, Miss. Joan",female,4,2nd,S,England,29103,23,1,1,yes,2nd
"Wells, Mrs. Addie Dart",female,29,2nd,S,England,29103,23,0,2,yes,2nd
"Wennerström, Mr. August",male,27,3rd,S,Sweden,350043,7.1511,0,0,yes,3rd
"West, Miss. Barbara Joyce",female,0.8333333333,2nd,S,England,34651,27.15,1,2,yes,2nd
"West, Miss. Constance Mirium",female,4,2nd,S,England,34651,27.15,1,2,yes,2nd
"West, Mr. Edwy Arthur",male,36,2nd,S,England,34651,27.15,1,2,no,2nd
"West, Mrs. Ada Mary",female,33,2nd,S,England,34651,27.15,1,2,yes,2nd
"Wheadon, Mr. Edward Henry",male,65,2nd,S,England,24579,10.1,0,0,no,2nd
"Wheeler, Mr. Edwin Charles",male,26,2nd,S,England,2159,12.1706,0,0,no,2nd
"Whilems, Mr. Charles",male,31,2nd,S,England,244270,13,0,0,yes,2nd
"White, Mr. Percival Wayland",male,54,1st,S,United States,35281,77.0509,0,1,no,1st
"White, Mr. Richard Frasar",male,21,1st,S,United States,35281,77.0509,0,1,no,1st
"White, Mrs. Ella",female,55,1st,C,NA,17760,135.1208,0,0,yes,1st
"Wick, Col. George Dennick",male,57,1st,S,United States,36928,164.1704,1,1,no,1st
"Wick, Miss. Mary Natalie",female,31,1st,S,United States,36928,164.1704,0,2,yes,1st
"Wick, Mrs. Mary Peebles",female,45,1st,S,United States,36928,164.1704,1,1,yes,1st
"Widegren, Mr. Carl Peter",male,51,3rd,S,Sweden,347064,7.15,0,0,no,3rd
"Widener, Mr. George Dunton",male,50,1st,S,United States,113503,211.1,1,1,no,1st
"Widener, Mr. Harry Elkins",male,27,1st,S,United States,113503,211.1,0,2,no,1st
"Widener, Mrs. Eleanor",female,50,1st,S,United States,113503,211.1,1,1,yes,1st
"Wiklund, Mr. Jakob Alfred",male,18,3rd,S,Finland,3101267,6.0911,1,0,no,3rd
"Wiklund, Mr. Karl Johan",male,21,3rd,S,Finland,3101266,6.0911,1,0,no,3rd
"Wilkes, Mrs. Ellen",female,47,3rd,S,England,363272,7,1,0,yes,3rd
"Wilkinson, Mrs. Elizabeth Anne",female,30,2nd,S,England,2926,26,1,0,yes,2nd
"Willard, Miss. Constance",female,21,1st,S,United States,113795,26.11,0,0,yes,1st
"Willer, Mr. Aaron",male,37,3rd,C,NA,3410,8.1403,0,0,no,3rd
"Willey, Mr. Edward John",male,21,3rd,S,Wales,751,7.11,0,0,no,3rd
"Williams, Mr. Charles Duane",male,51,1st,C,Switzerland,17597,61.0707,0,1,no,1st
"Williams, Mr. Charles Eugene",male,23,2nd,S,England,244373,13,0,0,yes,2nd
"Williams, Mr. Fletcher Fellowes Lambert",male,43,1st,S,United States,113510,35,0,0,no,1st
"Williams, Mr. Howard Hugh",male,28,3rd,S,England,2466,8.01,0,0,no,3rd
"Williams, Mr. Leslie",male,28,3rd,S,Wales,54636,16.02,0,0,no,3rd
"Williams, Mr. Richard Norris II",male,21,1st,C,Switzerland,17597,61.0707,0,1,yes,1st
"Wilson, Miss. Helen Alice",female,31,1st,C,NA,16966,134.1,0,0,yes,1st
"Windeløv, Mr. Einar",male,21,3rd,S,South Africa,3101317,7.05,0,0,no,3rd
"Wirz, Mr. Albert",male,17,3rd,S,Switzerland,315154,8.1303,0,0,no,3rd
"Wiseman, Mr. Philippe",male,54,3rd,S,England,34244,7.05,0,0,no,3rd
"Wittevrongel, Mr. Camilius Aloysius",male,36,3rd,S,Belgium,345771,9.1,0,0,no,3rd
"Woodward, Mr. John Wesley",male,32,2nd,S,England,250654,,,,no,2nd
"Woolner, Mr. Hugh",male,46,1st,S,England,19947,35.1,0,0,yes,1st
"Wright, Miss. Marion",female,26,2nd,S,England,220844,13.1,0,0,yes,2nd
"Wright, Mr. George",male,62,1st,S,Canada,113807,26.11,0,0,no,1st
"Yasbeck, Mr. Antoni",male,27,3rd,C,Lebanon,2659,14.0901,1,0,no,3rd
"Yazbeck, Mrs. Selini",female,15,3rd,C,Lebanon,2659,14.0901,1,0,yes,3rd
"Young, Miss. Marie Grice",female,36,1st,C,United States,17760,135.1208,0,0,yes,1st
"Yousseff (Abi Saab), Mr. Gerios",male,26,3rd,C,Lebanon,2685,7.0406,0,0,no,3rd
"Youssiff (Sam'aan), Mr. Gerios",male,45,3rd,C,Lebanon,2628,7.0407,0,0,no,3rd
"Yūsuf, Mrs. Kātrīn",female,23,3rd,C,Lebanon,2668,22.0702,0,2,yes,3rd
"Yvois, Miss. Henriette",female,24,2nd,S,France,248747,13,0,0,no,2nd
"Zakarian, Mr. Mapriededer",male,22,3rd,C,Turkey,2656,7.0406,0,0,no,3rd
"Zakarian, Mr. Ortin",male,27,3rd,C,Turkey,2670,7.0406,0,0,no,3rd
"Zenni, Mr. Philip",male,25,3rd,C,Lebanon,2620,7.0406,0,0,yes,3rd
"Zimmermann, Mr. Leo",male,29,3rd,S,Germany,315082,7.1706,0,0,no,3rd
"Abbott, Mr. Ernest Owen",male,21,victualling crew,S,England,,,,,no,crew
"Abrams, Mr. William Thomas",male,34,engineering crew,S,England,,,,,no,crew
"Adams, Mr. Robert John",male,26,engineering crew,S,England,,,,,no,crew
"Ahier, Mr. Percy Snowden",male,20,victualling crew,S,Channel Islands,,,,,no,crew
"Akerman, Mr. Albert Edward",male,31,victualling crew,S,England,,,,,no,crew
"Akerman, Mr. Joseph Francis",male,37,victualling crew,S,England,,,,,no,crew
"Allaria, Sig. Battista Antonio",male,22,restaurant staff,S,England,,,,,no,crew
"Allen, Mr. Ernest Frederick",male,24,engineering crew,S,England,,,,,yes,crew
"Allen, Mr. Frederick",male,17,victualling crew,S,England,,,,,no,crew
"Allen, Mr. George",male,26,victualling crew,S,England,,,,,no,crew
"Allen, Mr. Henry",male,30,engineering crew,S,England,,,,,no,crew
"Allen, Mr. Robert Spencer",male,36,victualling crew,S,England,,,,,no,crew
"Allsop, Mr. Alfred Samuel",male,36,engineering crew,B,England,,,,,no,crew
"Allsop, Mr. Frank Richard",male,41,victualling crew,B,England,,,,,no,crew
"Anderson, Mr. James",male,40,deck crew,S,England,,,,,yes,crew
"Anderson, Mr. Walter Yuill",male,48,victualling crew,S,England,,,,,no,crew
"Andrews, Mr. Charles Edward",male,19,victualling crew,S,England,,,,,yes,crew
"Archer, Mr. Ernest Edward",male,35,deck crew,S,England,,,,,yes,crew
"Ashcroft, Mr. Austin Aloysius",male,26,victualling crew,S,England,,,,,no,crew
"Ashe, Mr. Henry Wellesley",male,41,victualling crew,S,Ireland,,,,,no,crew
"Aspeslagh, Mr. Georges",male,26,restaurant staff,S,England,,,,,no,crew
"Avery, Mr. James Albert",male,21,engineering crew,S,England,,,,,yes,crew
"Ayling, Mr. Edwin George",male,23,victualling crew,S,England,,,,,no,crew
"Back, Mr. Charles Frederick",male,37,victualling crew,B,England,,,,,no,crew
"Baggott, Mr. Allen Marden",male,28,victualling crew,S,England,,,,,yes,crew
"Bagley, Mr. Edward Henry",male,33,victualling crew,S,England,,,,,no,crew
"Bailey, Mr. George Francis",male,36,victualling crew,B,England,,,,,no,crew
"Bailey, Mr. George Frank",male,46,engineering crew,S,Wales,,,,,no,crew
"Bailey, Mr. Henry Joseph",male,46,deck crew,S,England,,,,,yes,crew
"Baines, Mr. Richard",male,24,engineering crew,S,England,,,,,no,crew
"Ball, Mr. Percy",male,19,victualling crew,S,England,,,,,yes,crew
"Banfi, Sig. Ugo",male,24,restaurant staff,S,England,,,,,no,crew
"Bannon, Mr. John Joseph",male,34,engineering crew,S,England,,,,,no,crew
"Barker, Mr. Albert Vale",male,19,victualling crew,S,England,,,,,no,crew
"Barker, Mr. Ernest Thomas",male,41,victualling crew,S,England,,,,,no,crew
"Barker, Mr. Reginald Lomond",male,42,victualling crew,B,England,,,,,no,crew
"Barlow, Mr. Charles",male,30,engineering crew,S,England,,,,,no,crew
"Barlow, Mr. George",male,36,victualling crew,S,England,,,,,no,crew
"Barnes, Mr. Charles",male,29,engineering crew,S,England,,,,,no,crew
"Barnes, Mr. Frederick Charles",male,40,victualling crew,S,England,,,,,no,crew
"Barnes, Mr. John",male,40,engineering crew,S,England,,,,,no,crew
"Barratt, Mr. Arthur",male,16,victualling crew,S,England,,,,,no,crew
"Barrett, Mr. Frederick",male,28,engineering crew,S,England,,,,,yes,crew
"Barrett, Mr. Frederick William",male,33,engineering crew,S,England,,,,,no,crew
"Barringer, Mr. Arthur William",male,34,victualling crew,B,England,,,,,no,crew
"Barrow, Mr. Charles Henry John Barrow",male,36,victualling crew,S,England,,,,,no,crew
"Barrows, Mr. William",male,32,victualling crew,S,England,,,,,no,crew
"Barton, Mr. Sidney John",male,26,victualling crew,S,England,,,,,no,crew
"Basilico, Sig. Giovanni",male,27,restaurant staff,S,England,,,,,no,crew
"Baxter, Mr. Harry Ross",male,53,victualling crew,S,England,,,,,no,crew
"Baxter, Mr. Thomas Ferguson",male,55,victualling crew,S,Scotland,,,,,no,crew
"Bazzi, Sig. Narciso",male,33,restaurant staff,S,England,,,,,no,crew
"Beattie, Mr. Joseph",male,35,engineering crew,B,Northern Ireland,,,,,no,crew
"Beauchamp, Mr. George William",male,24,engineering crew,S,England,,,,,yes,crew
"Bedford, Mr. William Barnett",male,31,victualling crew,S,England,,,,,no,crew
"Beedem, Mr. George Arthur",male,35,victualling crew,S,England,,,,,no,crew
"Beere, Mr. William",male,19,victualling crew,S,England,,,,,no,crew
"Bell, Mr. Joseph",male,51,engineering crew,B,England,,,,,no,crew
"Bendell, Mr. Frank",male,24,engineering crew,S,England,,,,,no,crew
"Benham, Mr. Fred John",male,30,victualling crew,S,England,,,,,no,crew
"Bennett, Mr. George Alfred",male,30,engineering crew,S,England,,,,,no,crew
"Bennett, Mrs. Mabel",female,33,victualling crew,S,England,,,,,yes,crew
"Benville, Mr. Edward",male,47,engineering crew,S,England,,,,,no,crew
"Bernardi, Sig. Battista",male,22,restaurant staff,S,England,,,,,no,crew
"Bessant, Mr. Edward",male,31,victualling crew,S,England,,,,,no,crew
"Bessant, Mr. William Edward Lowe",male,39,engineering crew,S,England,,,,,no,crew
"Best, Mr. Edwin Alfred",male,40,victualling crew,B,England,,,,,no,crew
"Beux, Mr. David",male,26,restaurant staff,S,England,,,,,no,crew
"Bevis, Mr. Joseph Henry",male,22,engineering crew,S,England,,,,,no,crew
"Biddlecombe, Mr. Reginald Charles",male,31,engineering crew,S,England,,,,,no,crew
"Bietrix, Mr. George Baptiste",male,28,restaurant staff,S,England,,,,,no,crew
"Biggs, Mr. Edward Charles",male,20,engineering crew,S,England,,,,,no,crew
"Billows, Mr. James",male,20,engineering crew,S,England,,,,,no,crew
"Binstead, Mr. Walter William",male,20,engineering crew,S,England,,,,,yes,crew
"Bishop, Mr. Walter Alexander",male,34,victualling crew,B,England,,,,,no,crew
"Blackman, Mr. Albert Edward",male,23,engineering crew,S,England,,,,,no,crew
"Black, Mr. Alexander",male,28,engineering crew,S,England,,,,,no,crew
"Black, Mr. D.",male,41,engineering crew,S,England,,,,,no,crew
"Blake, Mr. Percival Albert",male,23,engineering crew,S,England,,,,,yes,crew
"Blake, Mr. Seaton",male,26,engineering crew,B,England,,,,,no,crew
"Blake, Mr. Thomas Henry",male,37,engineering crew,S,England,,,,,no,crew
"Blaney, Mr. James",male,32,engineering crew,S,Northern Ireland,,,,,no,crew
"Blann, Mr. Eustace Horatius",male,22,engineering crew,S,England,,,,,no,crew
"Bliss, Mrs. Emma",female,45,victualling crew,S,Switzerland,,,,,yes,crew
"Blumet, Mr. Jean Baptiste",male,26,restaurant staff,S,England,,,,,no,crew
"Bochatay, Mr. Alexis Joseph",male,30,victualling crew,S,England,,,,,no,crew
"Bochet, Mr. Pierre Giuseppe",male,43,restaurant staff,S,England,,,,,no,crew
"Bogie, Mr. Norman Leslie",male,59,victualling crew,S,Scotland,,,,,no,crew
"Bolhuis, Mr. Hendrik",male,27,restaurant staff,S,England,,,,,no,crew
"Bond, Mr. William John",male,40,victualling crew,B,England,,,,,no,crew
"Boothby, Mr. Walter Thomas",male,38,victualling crew,S,England,,,,,no,crew
"Boston, Mr. William John",male,33,victualling crew,B,England,,,,,no,crew
"Bott, Mr. William Thomas",male,46,engineering crew,S,England,,,,,no,crew
"Boughton, Mr. Bernard John",male,24,victualling crew,S,England,,,,,no,crew
"Bowker, Miss. Ruth Harwood",female,31,restaurant staff,S,England,,,,,yes,crew
"Boxhall, Mr. Joseph Groves",male,28,deck crew,B,England,,,,,yes,crew
"Boyd, Mr. John",male,37,victualling crew,S,England,,,,,no,crew
"Boyes, Mr. John Henry",male,36,victualling crew,B,England,,,,,no,crew
"Bradley, Mr. Patrick Joseph",male,39,engineering crew,S,England,,,,,no,crew
"Bradley, Mr. T.",male,29,deck crew,S,England,,,,,no,crew
"Bradshaw, Mr. John Albert Perkin",male,43,victualling crew,S,England,,,,,no,crew
"Brewer, Mr. Harry",male,30,engineering crew,S,England,,,,,no,crew
"Brewster, Mr. George Henry",male,52,victualling crew,B,England,,,,,no,crew
"Briant, Mr. Albert",male,34,engineering crew,S,England,,,,,no,crew
"Brice, Mr. Walter Thomas",male,43,deck crew,S,England,,,,,yes,crew
"Bride, Mr. Harold Sydney",male,22,victualling crew,B,England,,,,,yes,crew
"Bright, Mr. Arthur John",male,42,deck crew,B,England,,,,,yes,crew
"Bristow, Mr. Harry",male,38,victualling crew,S,NA,,,,,no,crew
"Bristow, Mr. Robert Charles",male,31,victualling crew,S,England,,,,,no,crew
"Brookman, Mr. John Cress",male,28,victualling crew,S,England,,,,,no,crew
"Brooks, Mr. J.",male,25,engineering crew,S,England,,,,,no,crew
"Broome, Mr. Athol Frederick",male,31,victualling crew,S,England,,,,,no,crew
"Broom, Mr. Herbert George",male,33,victualling crew,B,England,,,,,no,crew
"Brown, Mr. Edward",male,34,victualling crew,B,Wales,,,,,yes,crew
"Brown, Mr. John",male,28,engineering crew,S,Wales,,,,,no,crew
"Brown, Mr. Joseph James",male,25,engineering crew,S,England,,,,,no,crew
"Brown, Mr. Walter James",male,41,victualling crew,B,England,,,,,no,crew
"Buckley, Mr. H. E.",male,34,victualling crew,S,England,,,,,no,crew
"Buley, Mr. Edward John",male,26,deck crew,S,England,,,,,yes,crew
"Bulley, Mr. Henry Ashburnham",male,22,victualling crew,S,England,,,,,no,crew
"Bull, Mr. Walter Edward",male,37,victualling crew,S,England,,,,,no,crew
"Bunnell, Mr. Wilfred James",male,21,victualling crew,B,England,,,,,no,crew
"Burgess, Mr. Charles",male,18,victualling crew,S,England,,,,,yes,crew
"Burke, Mr. Richard Edward",male,30,victualling crew,B,England,,,,,no,crew
"Burke, Mr. William",male,31,victualling crew,B,Ireland,,,,,yes,crew
"Burrage, Mr. Arthur Victor Edwards",male,20,victualling crew,S,England,,,,,yes,crew
"Burr, Mr. Ewart Sydenham",male,29,victualling crew,S,England,,,,,no,crew
"Burroughs, Mr. Arthur Peckham",male,35,engineering crew,S,England,,,,,no,crew
"Burton, Mr. Edward John",male,35,engineering crew,S,England,,,,,no,crew
"Butterworth, Mr. John",male,23,victualling crew,S,England,,,,,no,crew
"Butt, Mr. Robert Henry",male,22,victualling crew,S,England,,,,,no,crew
"Butt, Mr. William John",male,31,engineering crew,S,England,,,,,no,crew
"Byrne, Mr. James Edward",male,45,victualling crew,S,England,,,,,no,crew
"Calderwood, Mr. Hugh",male,30,engineering crew,B,Northern Ireland,,,,,no,crew
"Campbell, Mr. Donald S.",male,25,victualling crew,S,Australia,,,,,no,crew
"Canner, Mr. John",male,40,engineering crew,S,England,,,,,no,crew
"Carney, Mr. William",male,31,victualling crew,S,England,,,,,no,crew
"Carr, Mr. Richard Stephen",male,27,engineering crew,S,England,,,,,no,crew
"Carter (Ball), Mr. James (W.)",male,46,engineering crew,S,England,,,,,no,crew
"Cartwright, Mr. James Edward",male,33,victualling crew,B,England,,,,,no,crew
"Casali, Sig. Giulio",male,32,restaurant staff,S,Italy,,,,,no,crew
"Casey, Mr. Thomas",male,44,engineering crew,S,England,,,,,no,crew
"Casswill, Mr. Charles",male,34,victualling crew,S,England,,,,,no,crew
"Castleman, Mr. Edward",male,37,engineering crew,S,England,,,,,no,crew
"Caton, Miss. Annie",female,33,victualling crew,S,England,,,,,yes,crew
"Caunt, Mr. William Ewart",male,28,victualling crew,S,England,,,,,no,crew
"Cavell, Mr. George Henry",male,22,engineering crew,S,England,,,,,yes,crew
"Cave, Mr. Herbert",male,39,victualling crew,B,England,,,,,no,crew
"Cecil, Mr. Charles Thomas",male,21,victualling crew,S,England,,,,,no,crew
"Chaboisson, Mr. Adrien Finnin",male,25,restaurant staff,S,England,,,,,no,crew
"Chapman, Mr. Joseph Charles",male,32,victualling crew,S,England,,,,,yes,crew
"Charman, Mr. John James",male,25,victualling crew,S,England,,,,,no,crew
"Cherrett, Mr. William Victor",male,25,engineering crew,S,England,,,,,no,crew
"Cheverton, Mr. William Frederick",male,28,victualling crew,B,England,,,,,no,crew
"Chisnall, Mr. George Alexander",male,37,engineering crew,B,England,,,,,no,crew
"Chitty, Mr. Archibald George",male,29,victualling crew,S,England,,,,,no,crew
"Chitty, Mr. George Henry",male,50,victualling crew,S,England,,,,,no,crew
"Chorley, Mr. John Henry",male,25,engineering crew,S,England,,,,,no,crew
"Christmas, Mr. Herbert Harry",male,34,victualling crew,S,England,,,,,no,crew
"Clark, Mr. William",male,40,engineering crew,S,Ireland,,,,,yes,crew
